,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
26851825,people,hypertension,diabetic,patients,patients,hypertension,diabetic,patients,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27336869,diabetes,diabetes,patients,diabetes,patients,death,patients,diabetes,alcoholic liver cirrhosis,hepatic encephalopathy,alcoholic hepatitis,ascites,hepatic coma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29459495,aplastic anemia,atrial fibrillation,patients,aplastic anemia,atrial fibrillation,AF,AF,person,AF,death,AF,stroke,patients,AF,AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27470424,chronic inflammation in myopia,myopia,myopia,patients,inflammatory diseases,type 1 diabetes mellitus,uveitis,systemic lupus erythematosus,inflammatory diseases,children,myopia,atropine,syrian hamsters,MFD,myopia,atropine,inflammation,mfd eyes,c-fos,nuclear factor kappab,nfkappab,interleukin (il)-6,tumor necrosis factor (tnf)-alpha,myopic eyes,atropine,myopia,MFD,cyclosporine a,CSA,lipopolysaccharide,myopia,CSA,c-fos,IL-6,tnf-alpha,CSA,inflammation,myopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27399144,diabetes,patients,diabetes mellitus,diabetes mellitus,patients,diabetes,diabetes,patients,diabetes,diabetes,diabetes,P4P,P4P,patients,diabetes,insulin,cancer,chronic kidney disease,patients,diabetes,cancer,chronic kidney disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26986166,leptospirosis,occlusive disease,artery occlusive disease,leptospirosis,leptospirosis,patients,leptospirosis,patients,leptospirosis,leptospirosis,patient,leptospirosis,leptospirosis,patients,leptospirosis cohort,patients,leptospirosis cohort,person,patients,leptospirosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27863367,heart failure,heart failure,patients,patients,patients,AD,patients,patients,patients,coronary artery disease,CAD,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27149491,ankylosing spondylitis,cardiovascular diseases,ankylosing spondylitis,cardiovascular disease,patients,patients,patients,hypertensive heart disease,coronary heart disease,congestive heart failure,cerebrovascular disease,patients,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29441652,pain syndrome,interstitial cystitis,asthma,asthma and bladder pain syndrome,interstitial cystitis,BPS,asthma,BPS,asthma,BPS,patients,BPS,BPS,asthma,patients,asthma,asthma,asthma,asthma,BPS,asthma,BPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32389104,infection,patients,sepsis,sepsis,sepsis,mortality,patients,sepsis,sepsis,classification of diseases,mortality,death,sepsis,respiratory tract infection,sepsis,patients,mortality,infection,sepsis,mortality,sepsis,co-infections,patients,sepsis,mortality,sepsis,mortality,sepsis,patients,sepsis,sepsis,infection,mortality,sepsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26945422,atrial fibrillation,atrial fibrillation,AF,cardiac arrhythmia,peripheral arterial disease,AF,AF,AF,patients,AF,AF,AF,AF,AF,AF,AF,heart failure,stroke,AF,heart failure,stroke,AF,heart failure,stroke,patients,AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26861510,apnea,chronic rhinosinusitis,obstructive sleep apnea,chronic rhinosinusitis,CRS,CRS,patients,patients,patient,CRS,CRS,patients,CRS,CRS,patients,patients,CRS,patients,CRS,patients,CRS,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29769253,pneumococcal,cancer,pneumococcal,pneumonia,cancer,patients,people,people,PARTICIPANTS,patients,cancer,patients,cancer,cancer,cancer,patients,pneumonia,cancer,patients,pneumonia,person,patients,pneumonia,pneumonia,pneumonia,patients,pneumonia,cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26987933,hip fracture,hip fractures,patients,chronic obstructive pulmonary disease,COPD,hip fracture,patients,COPD,hip fracture,COPD,patients,COPD,patients,COPD,hip fracture,person,person,COPD,hip fracture hr,hip fracture hr,patients,COPD,hip fracture,fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28170005,depressive disorders,depression,interferon alpha (ifn-alpha,patients,depression,ifn-alpha,depressive disorders,ifn-alpha,ifn-alpha,hepatitis c virus (hcv)-infected,patients,ifn-alpha,patients,ifn-alpha,depression,depression,ifn-alpha,depressive disorder,ifn-alpha,ifn-alpha,depression,ifn-alpha,depressive disorders,patients,ifn-alpha,depression,person,depressive disorder,ifn-alpha,ifn-alpha,depression,patients,ifn-alpha,depression,depression,depressive disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30468566,diabetic foot disease,diabetic foot disease,diabetic foot,diabetic foot,diabetic foot,infection,peripheral artery disease,diabetic foot disease,diabetic foot disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30397009,glaucoma,alzheimer's disease,tension glaucoma,alzheimer's disease,AD,PARTICIPANTS,glaucoma,AD,cox,AD,diabetes,hypertension,hyperlipidaemia,coronary artery disease,stroke,AD,patients,diabetes,hypertension,hyperlipidaemia,coronary artery disease,stroke,patients,AD,cox,AD,glaucoma,AD,people,AD,glaucoma,patients,glaucoma eye,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25435548,lung cancer,patients,patients,lung cancer,lung cancer,patients,lung cancer,lung cancer,lung cancer,patients,person,patients,lung cancer,women,men,lung cancer,patients,lung cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27566677,stroke,patients,patients,stroke,stroke,patients,people,stroke,stroke,stroke,patients,stroke,patients,stroke,patients,ischemic stroke,stroke,patients,stroke,patients,stroke,patients,stroke,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26301384,coronary artery disease,dyslipidemia,osteoarthritis,patients,osteoarthritis,patients,PARTICIPANTS,patients,patients,patients,coronary artery disease,CAD,diabetes mellitus,dyslipidemia,osteoporosis,gastrointestinal tract ulcer,renal failure,patients,dyslipidemia,CAD,patients,CAD,dyslipidemia,patients,dyslipidemia,CAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28610562,renal disease,deep neck infection,uremia,deep neck infection,end-stage renal disease,ESRD,catastrophic illness,patients,patients,ESRD,patients,ESRD,ESRD,person,person,ESRD,ESRD,ESRD,patients,patients,ESRD,ESRD,ESRD,ESRD,ESRD,patients,ESRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28596687,irritable bowel syndrome,irritable bowel syndrome,IBS,patients,patients,patients,IBS,IBS,patients,person,patients,person,IBS,IBS,IBS,patients,anxiety disorders,IBS,IBS,IBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27317483,cancer,patients,cancer pain,cancer,patients,patients,cancer,morphine,fentanyl,tramadol,buprenorphine,codeine,propoxyphene,nalbuphine,meperidine,patients,cancer,patients,fentanyl,tramadol,fentanyl,cancer,patients,tramadol,pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25852154,tamoxifen,dementia,tamoxifen,dementia,patients,breast cancer,patients,breast cancer,tamoxifen,women,breast cancer,cancer,dementia,patients,breast cancer,dementia,cancer,women,breast cancer,tamoxifen,dementia,tamoxifen,tamoxifen,dementia,patients,tamoxifen,patients,breast cancer,dementia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28911598,stevens-johnson syndrome,stevens-johnson syndrome,erythema multiforme,patients,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26370535,diabetes,atopic dermatitis,diabetes mellitus,atopic disease,atopic dermatitis,AD,AD,patients,AD,AD,AD,person,AD,patients,AD,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27987648,type 1 diabetes,diabetes,patients,diabetes,diabetic,patients,diabetes,diabetes,patients,patients,patients,patients,diabetes,diabetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29983555,COPD,patients,COPD,patients,patients,patients,patients,COPD,diabetes,hypertension,diabetes mellitus,coronary artery disease,stroke,dyslipidemia,cancer,end-stage renal disease,COPD,patients,patients,SD,COPD,patients,COPD,patients,patients,COPD,patients,patient,COPD,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26842603,atrial fibrillation,acute pancreatitis,atrial fibrillation,pancreatitis,atrial fibrillation,pancreatitis,atrial fibrillation,atrial fibrillation,atrial fibrillation,atrial fibrillation,pancreatitis,atrial fibrillation,pancreatitis,person,atrial fibrillation,person,atrial fibrillation,acute pancreatitis,atrial fibrillation,atrial fibrillation,alcohol,acute pancreatitis,atrial fibrillation,atrial fibrillation,atrial fibrillation,pancreatitis,alcohol,atrial fibrillation,pancreatitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31917196,psychiatric disorders,traumatic brain injury,psychiatric disorders,psychiatric disorders,PARTICIPANTS,patients,patients,psychiatric disorders,psychiatric disorders,psychiatric disorders,psychiatric disorders,psychiatric disorder,psychiatric disorders,psychiatric disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28962887,sepsis,patients,sepsis,atorvastatin,simvastatin,rosuvastatin,sepsis,sepsis,cox,patients,sepsis,atorvastatin,simvastatin,rosuvastatin,simvastatin,atorvastatin,rosuvastatin,rosuvastatin,atorvastatin,simvastatin,sepsis,lipid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31976327,cancer,cancer deaths,cancer,lung cancer,patients,patients,lung cancer,lung cancer,death,lung cancer,person,person,lung cancer,patients,lung cancer,patients,adenocarcinoma,adenocarcinoma-to-squamous cell carcinoma,lung cancer,lung cancer,patients,lung cancer,patients,patients,adenocarcinoma,malignancy,lung cancer,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27539946,sleep disorders,sleep disorders,sleep disorders,sleep disorders,sleep disorders,sleep disorders,sleep disorders,sleep disorders,sleep disorders,anxiety disorders,depressive disorders,outpatient,sleep disorders,outpatient,sleep disorders,outpatient,sleep disorders,depressive disorder,anxiety disorder,sleep disorders,outpatient,sleep disorders,depressive disorders,outpatient,sleep disorders,depressive disorders,depression,sleep disorders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30818841,diabetic retinopathy,chronic kidney disease,diabetic retinopathy,renal disease,kidney disease,CKD,diabetic,patients,diabetic,patients,chronic kidney disease,CKD,diabetic retinopathy,retinopathy in the deterioration of renal function,CKD,diabetic,patients,CKD,CKD,patients,CKD,patients,proteinuria,anemia,hypoalbuminemia,CKD,patients,CKD,patients,patients,CKD,patients,CKD,CKD,patients,diabetes,diabetic ckd,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31255536,antiparkinsonism,dementia,patients,parkinson's disease,antiparkinsonism,patients,parkinson's disease,PD,tremor,dementia,dementia,patients,PD,patients,PD,patients,PD,dementia,aas,dementia,dementia,hypertension,diabetes,hyperlipidemia,dementia,patients,PD,aas,dementia,dementia,dementia,patients,PD,patients,PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27093172,irritable bowel syndrome,asthma,irritable bowel syndrome,IBS,asthma,IBS,asthma,patients,IBS,patient,asthma,IBS,IBS,asthma,IBS,asthma,person,asthma,IBS,person,asthma,IBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27397567,rheumatoid arthritis,obstructive sleep apnea,obstructive sleep apnea,autoimmune diseases,autoimmune diseases,patients,patients,patients,autoimmune diseases,participants,autoimmune diseases,patients,patients,autoimmune diseases,autoimmune diseases,rheumatoid arthritis,RA,sjogren syndrome,patients,RA,systemic lupus erythematosus,systemic sclerosis,patients,RA,autoimmune diseases,patients,RA,RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31676114,stroke,patients,aldosteronism,hypertension,hyperaldosteronism,stroke,endothelial injury,aldosterone,stroke,aldosteronism,patients,mineralocorticoid receptor,aldosterone,primary aldosteronism,hypertensive,patients,aldosteronism,patients,aldosteronism,patients,aldosterone,adenoma,patients,hypertensive,stroke,ischemic,hemorrhagic,aldosteronism,patients,hypertensive,stroke,aldosteronism,hypertensive,patients,hypertensive,primary aldosteronism,patients,mineralocorticoid receptor,stroke,hypertensive,aldosterone,adenoma,patients,stroke,stroke,mineralocorticoid receptor,hypertensive,patients,stroke,aldosteronism,patients,hypertensive,hypertension,stroke,aldosterone,adenoma,,,,,,,,,,,,,,,,,,,,,,,,
31096939,thyroid disorders,neck cancer,patients,thyroid disorders,hypothyroidism,thyrotoxicosis,thyroiditis,neck cancer,patients,neck cancer,patients,tumor,ND,tumor,tumor,thyroid disorders,thyroid disorders,patients,ND,patients,thyroid disorders,patients,hypopharyngeal,laryngeal cancer,ND,thyroid disorders,PTE,patients,ND,thyroid disorders,thyroid disorders,ND,patients,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32481358,mortality,stroke,patients,myocardial infarction,patients,myocardial infarction,mortality,stroke,myocardial infarction,patients,patients,mortality,stroke,patients,mortality,patients,mortality,stroke,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26364850,chronic obstructive pulmonary disease,patients,helicobacter pylori infection,helicobacter pylori infection,chronic obstructive pulmonary disease,COPD,patients,COPD,COPD,COPD,COPD,participants,participants,COPD,participants,patients,COPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30075608,patients,women,diabetes mellitus,hypertension,hyperlipidemia,women,person,urinary tract infection,infertility,labor,urinary tract infection,labor,infertility,patients,patients,infertility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28122837,herbal medicine,hepatocellular carcinoma,patients,hepatitis b,patients,chronic hepatitis b,CHB,hepatocellular carcinoma,herbal medicine,CHM,CHM,patients,CHB,patients,CHB,CHM,CHB,CHM,patients,CHM,CHM,CHM,person,CHM,CHM,CHM,CHM,hedyotis diffusa,scutellaria barbata,"rehmannia glutinosa, isatis tinctoria",ling,CHM,patients,CHB,CHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27798703,atrial fibrillation,periodontitis,atrial fibrillation,atrial flutter,patients,periodontitis,PD,PD,PD,persons,PD,atrial fibrillation,PD,patients,patients,PD,PD,atrial fibrillation,PD,PD,atrial fibrillation,PD,PD,atrial fibrillation,PD,hyperthyroidism,sleep apnea,atrial fibrillation,patients,PD,alcohol,obesity,tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28805607,women,women,women,women,precancerous cervical lesion,women,illness,catastrophic illness,women,women,women,women,illness,catastrophic illness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28272246,chronic obstructive pulmonary disease,hemorrhoids,chronic obstructive pulmonary disease,COPD,hemorrhoids,COPD,COPD,patients,COPD,patient,chronic obstructive pulmonary disease,COPD,COPD,patients,COPD,COPD,COPD,COPD,COPD,COPD,patients,COPD,hemorrhoids,hemorrhoids,hemorrhoids,patients,COPD,hemorrhoids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31749971,diabetic foot complications,lower extremity complications of diabetes,people,diabetes,diabetic foot complications,dfcs,dfcs,ulcers,gangrene,peripheral arterial disease,PAD,patient,people,dfcs,patients,diabetes,end-stage renal disease,,gangrene,dfcs,people,PAD,renal disease,gangrene,interdisciplinary diabetic foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28771810,cholesteatoma,patients,allergic rhinitis,cholesteatoma,allergic rhinitis,cholesteatoma,patients,patient,cholesteatoma,cholesteatoma-free,patients,person,person,cholesteatoma,person,patients,cholesteatoma,patients,cholesteatoma-free,cholesteatoma,cholesteatoma,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29973163,diabetes,patients,vascular dementia,dementia,people,type 2 diabetes mellitus,DM,cognitive decline,dementia,DM,patients,dementia,patients,vascular dementia,DM,DM,cerebrovascular diseases,system diseases,renal and metabolic system diseases,cancer,DM,patients,dementia,DM,DM,renal and metabolic system diseases,patients,dementia,glucose impairment,renal or metabolic diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28158768,atrial fibrillation,ischemic stroke,septicemia,stroke,atrial fibrillation (af) increase ischemic stroke,AF,septicemia,patients,septicemia,patients,AF,septicemia,AF,septicemia,septicemia,AF,septicemia,septicemia,AF,septicemia,AF,septicemia,AF,AF,septicemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30653098,tamoxifen,myocardial infarction,women,breast cancer,tamoxifen,myocardial infarction,women,breast cancer,tamoxifen,acute myocardial infarction,women,breast cancer,women,breast cancer,acute myocardial infarction,women,breast cancer,ischemic heart disease,tamoxifen,women,tamoxifen,tamoxifen,women,tamoxifen,acute myocardial infarction,tamoxifen,women,acute myocardial infarction,tamoxifen,women,acute myocardial infarction,tamoxifen,women,acute myocardial infarction,women,acute myocardial infarction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28374044,hypoglycemia,hip fracture,patients,type 2 diabetes,hypoglycemia,hip fracture,hypoglycemia,patients,diabetes,hip fracture,hip fracture,patients,type 2 diabetes mellitus,hypoglycemia,patients,hypoglycemia,hypoglycemia,hip fracture,hip fracture,hip fracture,hypoglycemia,hip fracture,patients,hypoglycemia,hypoglycemia,person,hip fracture,hypoglycemia,hip fracture,hypoglycemia,patients,sulfonylurea,insulin,insulin,insulin,hip fracture,hypoglycemia,hip fracture,hypoglycemia,patients,hypoglycemia,hip fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27467265,chronic pancreatitis,patients,psoriasis,psoriasis,systemic inflammatory disorder,chronic pancreatitis,psoriasis,patients,psoriasis,patients,psoriasis,psoriasis,patients,psoriasis,person,patients,psoriasis,person,patients,psoriasis,psoriasis,patient,arthritis,psoriasis,arthritis,psoriasis,psoriasis,patients,methotrexate,psoriasis,psoriasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28353612,vascular diseases,patients,patients,end-stage renal disease,ESRD,vascular diseases,patients,ESRD,stroke,myocardial infarction,heart failure,patients,ESRD,patients,diabetes,chronic kidney disease,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104297,diabetes,kidney injury requiring dialysis,acute kidney injury,insulin,patients,acute kidney disease,AKD,diabetes,AKD,patients,diabetes,AKD,patients,diabetes,patients,person,AKD,patients,patients,AKD,patients,diabetes,patients,patients,hypertension,hyperlipidemia,gout,diabetes,patients,diabetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30778546,patients,stroke cognitive impairment,dementia,patients,stroke cognitive impairment,stroke,patients,people,patients,patients,patients,patients,herbal medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30928186,midtrimester amniocentesis,midtrimester amniocentesis,women,midtrimester amniocentesis,intrauterine fetal demise,infection,patients,midtrimester amniocentesis,infection,women,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005924,patients,patients,PATIENTS,patients,patients,patients,ischaemic heart disease,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29684030,glaucoma,patients,carotid artery stenosis,carotid artery stenosis,open-angle glaucoma,open-angle glaucoma,patients,patients,open-angle glaucoma,open-angle glaucoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26889592,acute myocardial infarction,acute myocardial infarction,patients,myocardial infarction,patients,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28072697,atrial fibrillation,hypertension,stroke,ischemic,chronic obstructive pulmonary disease,heart failure,atrial fibrillation,AF,AF,patients,euro,AF,AF,patients,patients,cardiac arrhythmias,patients,AF,patients,AF,AF,patient,patient,patients,patient,AF,AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27336884,atrial fibrillation,end-stage renal disease,patients,renal disease,ESRD,patients,cardiovascular diseases,chronic kidney disease,atrial fibrillation,AF,AF,ESRD,patients,AF,PD,HD,patients,ESRD,patients,ESRD,patient,patient,ESRD,AF,AF,HD,PD,AF,HD,PD,ESRD,patients,hypertension,diabetes mellitus,hyperlipidemia,coronary artery disease,heart failure,valvular heart disease,chronic obstructive pulmonary disease,COPD,AF,AF,ESRD,patients,ESRD,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
