PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29132648","Leisure-Time, Domestic, and Work-Related Physical Activity and Their Prospective Associations With All-Cause Mortality in Patients With Cardiovascular Disease","Ku PW, Chen LJ, Fox KR, Chen YH, Liao Y, Lin CH.","Am J Cardiol. 2018 Jan 15;121(2):177-181. doi: 10.1016/j.amjcard.2017.10.003. Epub 2017 Oct 19.","Ku PW","Am J Cardiol","2018","2017/11/15","","","10.1016/j.amjcard.2017.10.003"
"29232865","Does the Short-Term Effect of Air Pollution Influence the Incidence of Spontaneous Intracerebral Hemorrhage in Different Patient Groups? Big Data Analysis in Taiwan","Chien TY, Ting HW, Chan CL, Yang NP, Pan RH, Lai KR, Hung SI.","Int J Environ Res Public Health. 2017 Dec 10;14(12):1547. doi: 10.3390/ijerph14121547.","Chien TY","Int J Environ Res Public Health","2017","2017/12/14","PMC5750965","","10.3390/ijerph14121547"
"31614442","Incidence of Cellulitis Following Acupuncture Treatments in Taiwan","Lin SK, Liu JM, Wang PH, Hung SP, Hsu RJ, Chuang HC, Lin PH.","Int J Environ Res Public Health. 2019 Oct 11;16(20):3831. doi: 10.3390/ijerph16203831.","Lin SK","Int J Environ Res Public Health","2019","2019/10/17","PMC6843534","","10.3390/ijerph16203831"
"27966781","Coexisting geriatric anxiety and depressive disorders may increase the risk of ischemic heart disease mortality-a nationwide longitudinal cohort study","Chang WH, Lee IH, Chen WT, Chen PS, Yang YK, Chen KC.","Int J Geriatr Psychiatry. 2017 Dec;32(12):e25-e33. doi: 10.1002/gps.4646. Epub 2016 Dec 14.","Chang WH","Int J Geriatr Psychiatry","2017","2016/12/15","","","10.1002/gps.4646"
"30032473","Risk of fractures at different anatomic sites in patients with irritable bowel syndrome: a nationwide population-based cohort study","Lee HS, Chen CY, Huang WT, Chang LJ, Chen SC, Yang HY.","Arch Osteoporos. 2018 Jul 21;13(1):80. doi: 10.1007/s11657-018-0496-7.","Lee HS","Arch Osteoporos","2018","2018/07/23","","","10.1007/s11657-018-0496-7"
"30025087","Retinopathy of Prematurity Trends in Taiwan: A 10-Year Nationwide Population Study","Kang EY, Lien R, Wang NK, Lai CC, Chen KJ, Hwang YS, Lin CM, Wu WC, Hsu KH.","Invest Ophthalmol Vis Sci. 2018 Jul 2;59(8):3599-3607. doi: 10.1167/iovs.18-24020.","Kang EY","Invest Ophthalmol Vis Sci","2018","2018/07/20","","","10.1167/iovs.18-24020"
"27729087","Familial risk of systemic sclerosis and co-aggregation of autoimmune diseases in affected families","Kuo CF, Luo SF, Yu KH, See LC, Zhang W, Doherty M.","Arthritis Res Ther. 2016 Oct 12;18(1):231. doi: 10.1186/s13075-016-1127-6.","Kuo CF","Arthritis Res Ther","2016","2016/10/13","PMC5059914","","10.1186/s13075-016-1127-6"
"31199837","The association between Parkinson's disease and temporomandibular disorder","Chen YY, Fan HC, Tung MC, Chang YK.","PLoS One. 2019 Jun 14;14(6):e0217763. doi: 10.1371/journal.pone.0217763. eCollection 2019.","Chen YY","PLoS One","2019","2019/06/15","PMC6568392","","10.1371/journal.pone.0217763"
"29778776","Identification and medical utilization of incident cases of alcohol dependence: A population-based case-control study","Pan CH, Li MS, Yang TW, Huang MC, Su SS, Hung YN, Chen CC, Kuo CJ.","Drug Alcohol Depend. 2018 Jul 1;188:216-223. doi: 10.1016/j.drugalcdep.2018.03.046. Epub 2018 May 5.","Pan CH","Drug Alcohol Depend","2018","2018/05/21","","","10.1016/j.drugalcdep.2018.03.046"
"27787346","Association of HIV and Opportunistic Infections With Incident Stroke: A Nationwide Population-Based Cohort Study in Taiwan","Yen YF, Chen M, Jen I, Lan YC, Chuang PH, Liu YL, Lee Y, Chen YA.","J Acquir Immune Defic Syndr. 2017 Feb 1;74(2):117-125. doi: 10.1097/QAI.0000000000001216.","Yen YF","J Acquir Immune Defic Syndr","2017","2016/10/28","PMC5233581","NIHMS823440","10.1097/QAI.0000000000001216"
"30536640","Risk of skin cancer in psoriasis patients receiving long-term narrowband ultraviolet phototherapy: Results from a Taiwanese population-based cohort study","Lin TL, Wu CY, Chang YT, Juan CK, Chen CC, Yu SH, Chen YJ.","Photodermatol Photoimmunol Photomed. 2019 May;35(3):164-171. doi: 10.1111/phpp.12443. Epub 2019 Jan 8.","Lin TL","Photodermatol Photoimmunol Photomed","2019","2018/12/12","","","10.1111/phpp.12443"
"26659711","Epidemiology and clinical characteristics of rhegmatogenous retinal detachment in Taiwan","Chen SN, Lian IeB, Wei YJ.","Br J Ophthalmol. 2016 Sep;100(9):1216-20. doi: 10.1136/bjophthalmol-2015-307481. Epub 2015 Dec 11.","Chen SN","Br J Ophthalmol","2016","2015/12/15","","","10.1136/bjophthalmol-2015-307481"
"29564861","[Reflections on Occupational Health Nursing in Taiwan: Challenges and Perspectives]","Wu FL, Tsai HM, Liou YM, Chou YF, Chang TH, Shiao SJ.","Hu Li Za Zhi. 2018 Apr;65(2):93-99. doi: 10.6224/JN.201804_65(2).12.","Wu FL","Hu Li Za Zhi","2018","2018/03/23","","","10.6224/JN.201804_65(2).12"
"29408915","Comorbidity profiles of psoriasis in Taiwan: A latent class analysis","Wu CY, Hu HY, Li CP, Chou YJ, Chang YT.","PLoS One. 2018 Feb 6;13(2):e0192537. doi: 10.1371/journal.pone.0192537. eCollection 2018.","Wu CY","PLoS One","2018","2018/02/07","PMC5800685","","10.1371/journal.pone.0192537"
"28257449","Effects of selective serotonin reuptake inhibitors on glaucoma: A nationwide population-based study","Chen VC, Ng MH, Chiu WC, McIntyre RS, Lee Y, Lin TY, Weng JC, Chen PC, Hsu CY.","PLoS One. 2017 Mar 3;12(3):e0173005. doi: 10.1371/journal.pone.0173005. eCollection 2017.","Chen VC","PLoS One","2017","2017/03/04","PMC5336262","","10.1371/journal.pone.0173005"
"28707364","Furosemide use and acute risk of hip fracture in older people: A nationwide case-control study in Taiwan","Lai SW, Cheng KC, Lin CL, Liao KF.","Geriatr Gerontol Int. 2017 Dec;17(12):2552-2558. doi: 10.1111/ggi.13087. Epub 2017 Jul 14.","Lai SW","Geriatr Gerontol Int","2017","2017/07/15","","","10.1111/ggi.13087"
"27902443","Association Between Cataract and Risk of Incident Atrial Fibrillation: A Nationwide Population-Based Retrospective Cohort Study","Hu WS, Lin CL.","Mayo Clin Proc. 2017 Mar;92(3):370-375. doi: 10.1016/j.mayocp.2016.08.019. Epub 2016 Oct 27.","Hu WS","Mayo Clin Proc","2017","2016/12/01","","","10.1016/j.mayocp.2016.08.019"
"28380432","Patients with uterine leiomyoma exhibit a high incidence but low mortality rate for breast cancer","Shen TC, Hsia TC, Hsiao CL, Lin CL, Yang CY, Soh KS, Liu LC, Chang WS, Tsai CW, Bau DT.","Oncotarget. 2017 May 16;8(20):33014-33023. doi: 10.18632/oncotarget.16520.","Shen TC","Oncotarget","2017","2017/04/06","PMC5464846","","10.18632/oncotarget.16520"
"25772342","Second primary malignancy risk among patients with gastric cancer: a nationwide population-based study in Taiwan","Chen SC, Liu CJ, Hu YW, Yeh CM, Hu LY, Wang YP, Hung YP, Tzeng CH, Chiou TJ, Chen TJ, Teng CJ.","Gastric Cancer. 2016 Apr;19(2):490-497. doi: 10.1007/s10120-015-0482-3. Epub 2015 Mar 13.","Chen SC","Gastric Cancer","2016","2015/03/17","","","10.1007/s10120-015-0482-3"
"27913699","Risk and association of HLA with oxcarbazepine-induced cutaneous adverse reactions in Asians","Chen CB, Hsiao YH, Wu T, Hsih MS, Tassaneeyakul W, Jorns TP, Sukasem C, Hsu CN, Su SC, Chang WC, Hui RC, Chu CY, Chen YJ, Wu CY, Hsu CK, Chiu TM, Sun PL, Lee HE, Yang CY, Kao PH, Yang CH, Ho HC, Lin JY, Chang YC, Chen MJ, Lu CW, Ng CY, Kuo KL, Lin CY, Yang CS, Chen DP, Chang PY, Wu TL, Lin YJ, Weng YC, Kuo TT, Hung SI, Chung WH; Taiwan Severe Cutaneous Adverse Reaction Consortium.","Neurology. 2017 Jan 3;88(1):78-86. doi: 10.1212/WNL.0000000000003453. Epub 2016 Dec 2.","Chen CB","Neurology","2017","2016/12/04","","","10.1212/WNL.0000000000003453"
"30412615","Increased risk of peptic ulcer in patients with early-onset cataracts: A nationwide population-based study","Hsia NY, Tsai YY, Lin CL, Chiang CC.","PLoS One. 2018 Nov 9;13(11):e0207193. doi: 10.1371/journal.pone.0207193. eCollection 2018.","Hsia NY","PLoS One","2018","2018/11/10","PMC6226190","","10.1371/journal.pone.0207193"
"27255780","Diabetes is associated with perforated appendicitis: evidence from a population-based study","Wei PL, Lin HC, Kao LT, Chen YH, Lee CZ.","Am J Surg. 2016 Oct;212(4):735-739. doi: 10.1016/j.amjsurg.2015.08.041. Epub 2016 May 7.","Wei PL","Am J Surg","2016","2016/06/04","","","10.1016/j.amjsurg.2015.08.041"
"30079449","Does Compulsory Admission Prevent Inpatient Suicide Among Patients with Schizophrenia? A Nationwide Cohort Study in Taiwan","Lin CE, Chung CH, Chen LF, Chien WC.","Suicide Life Threat Behav. 2019 Aug;49(4):966-979. doi: 10.1111/sltb.12497. Epub 2018 Aug 6.","Lin CE","Suicide Life Threat Behav","2019","2018/08/07","","","10.1111/sltb.12497"
"27643962","Risk of depression in patients with chronic rhinosinusitis: A nationwide population-based retrospective cohort study","Hsu CL, Wang TC, Shen TC, Huang YJ, Lin CL, Sung FC.","J Affect Disord. 2016 Dec;206:294-299. doi: 10.1016/j.jad.2016.09.001. Epub 2016 Sep 9.","Hsu CL","J Affect Disord","2016","2016/09/20","","","10.1016/j.jad.2016.09.001"
"28834956","Enterovirus Infection and Subsequent Risk of Kawasaki Disease: A Population-based Cohort Study","Weng KP, Cheng-Chung Wei J, Hung YM, Huang SH, Chien KJ, Lin CC, Huang SM, Lin CL, Cheng MF.","Pediatr Infect Dis J. 2018 Apr;37(4):310-315. doi: 10.1097/INF.0000000000001748.","Weng KP","Pediatr Infect Dis J","2018","2017/08/24","","","10.1097/INF.0000000000001748"
"30989681","Dental treatment procedures for periodontal disease and the subsequent risk of ischaemic stroke: A retrospective population-based cohort study","Lin HW, Chen CM, Yeh YC, Chen YY, Guo RY, Lin YP, Li YC.","J Clin Periodontol. 2019 Jun;46(6):642-649. doi: 10.1111/jcpe.13113. Epub 2019 May 7.","Lin HW","J Clin Periodontol","2019","2019/04/17","","","10.1111/jcpe.13113"
"26792483","Increased risk of pulmonary tuberculosis in patients with gastroesophageal reflux disease","Fan WC, Ou SM, Feng JY, Hu YW, Yeh CM, Su VY, Hu LY, Chien SH, Su WJ, Chen TJ, Liu CJ.","Int J Tuberc Lung Dis. 2016 Feb;20(2):265-70. doi: 10.5588/ijtld.15.0251.","Fan WC","Int J Tuberc Lung Dis","2016","2016/01/22","","","10.5588/ijtld.15.0251"
"31104166","Epidemiologic study of pterygium in Taiwan","Lin YH, Sun CC, Yeung L, Yu YW, Sun MH, Chen KJ.","Jpn J Ophthalmol. 2019 Jul;63(4):297-303. doi: 10.1007/s10384-019-00670-x. Epub 2019 May 18.","Lin YH","Jpn J Ophthalmol","2019","2019/05/20","","","10.1007/s10384-019-00670-x"
"29398913","Risk of empyema in patients with COPD","Lu HY, Liao KM.","Int J Chron Obstruct Pulmon Dis. 2018 Jan 15;13:317-324. doi: 10.2147/COPD.S149835. eCollection 2018.","Lu HY","Int J Chron Obstruct Pulmon Dis","2018","2018/02/06","PMC5774740","","10.2147/COPD.S149835"
"28470725","Sleep disorders and an increased risk of Parkinson's disease in individuals with non-apnea sleep disorders: a population-based cohort study","Hsiao YH, Chen YT, Tseng CM, Wu LA, Perng DW, Chen YM, Chen TJ, Chang SC, Chou KT.","J Sleep Res. 2017 Oct;26(5):623-628. doi: 10.1111/jsr.12545. Epub 2017 May 4.","Hsiao YH","J Sleep Res","2017","2017/05/05","","","10.1111/jsr.12545"
"28665160","Use of Complementary Traditional Chinese Medicines by Adult Cancer Patients in Taiwan: A Nationwide Population-Based Study","Kuo YT, Chang TT, Muo CH, Wu MY, Sun MF, Yeh CC, Yen HR.","Integr Cancer Ther. 2018 Jun;17(2):531-541. doi: 10.1177/1534735417716302. Epub 2017 Jun 30.","Kuo YT","Integr Cancer Ther","2018","2017/07/01","PMC6041896","","10.1177/1534735417716302"
"29634741","Trends in use of acupuncture among adults in Taiwan from 2002 to 2011: A nationwide population-based study","Wu MY, Lee YC, Lin CL, Huang MC, Sun MF, Yen HR.","PLoS One. 2018 Apr 10;13(4):e0195490. doi: 10.1371/journal.pone.0195490. eCollection 2018.","Wu MY","PLoS One","2018","2018/04/11","PMC5892919","","10.1371/journal.pone.0195490"
"29467133","Time-dependent risks of cancer clustering among couples: a nationwide population-based cohort study in Taiwan","Wang JY, Liang YW, Yeh CC, Liu CS, Wang CY.","BMJ Open. 2018 Feb 21;8(2):e018968. doi: 10.1136/bmjopen-2017-018968.","Wang JY","BMJ Open","2018","2018/02/23","PMC5855235","","10.1136/bmjopen-2017-018968"
"28735920","Risk of obstructive sleep apnea among patients with Cushing's syndrome: a nationwide longitudinal study","Wang LU, Wang TY, Bai YM, Hsu JW, Huang KL, Su TP, Li CT, Lin WC, Chen TJ, Chen MH.","Sleep Med. 2017 Aug;36:44-47. doi: 10.1016/j.sleep.2017.04.016. Epub 2017 May 27.","Wang LU","Sleep Med","2017","2017/07/25","","","10.1016/j.sleep.2017.04.016"
"31085315","Post-tuberculosis incidence of diabetes, myocardial infarction, and stroke: Retrospective cohort analysis of patients formerly treated for tuberculosis in Taiwan, 2002-2013","Salindri AD, Wang JY, Lin HH, Magee MJ.","Int J Infect Dis. 2019 Jul;84:127-130. doi: 10.1016/j.ijid.2019.05.015. Epub 2019 May 11.","Salindri AD","Int J Infect Dis","2019","2019/05/16","PMC6736631","NIHMS1531902","10.1016/j.ijid.2019.05.015"
"26731408","Dialysis Patients with Implanted Drug-Eluting Stents Have Lower Major Cardiac Events and Mortality than Those with Implanted Bare-Metal Stents: A Taiwanese Nationwide Cohort Study","Lee HF, Wu LS, Chan YH, Lee CH, Liu JR, Tu HT, Wen MS, Kuo CT, Chen WJ, Yeh YH, See LC, Chang SH.","PLoS One. 2016 Jan 5;11(1):e0146343. doi: 10.1371/journal.pone.0146343. eCollection 2016.","Lee HF","PLoS One","2016","2016/01/06","PMC4711720","","10.1371/journal.pone.0146343"
"29216345","Effect of Influenza Vaccination Against Postoperative Pneumonia and Mortality for Geriatric Patients Receiving Major Surgery: A Nationwide Matched Study","Liu WC, Lin CS, Yeh CC, Wu HY, Lee YJ, Chung CL, Cherng YG, Chen TL, Liao CC.","J Infect Dis. 2018 Feb 14;217(5):816-826. doi: 10.1093/infdis/jix616.","Liu WC","J Infect Dis","2018","2017/12/08","","","10.1093/infdis/jix616"
"29695760","Association between obstructive sleep apnea and optic neuropathy: a Taiwanese population-based cohort study","Sun MH, Liao YJ, Lin CC, Chiang RP, Wei JC.","Eye (Lond). 2018 Aug;32(8):1353-1358. doi: 10.1038/s41433-018-0088-1. Epub 2018 Apr 26.","Sun MH","Eye (Lond)","2018","2018/04/27","PMC6085382","","10.1038/s41433-018-0088-1"
"28421357","Incidence of autoimmune diseases in patients with scabies: a nationwide population-based study in Taiwan","Liu JM, Chiu FH, Lin CY, Chang FW, Hsu RJ.","Rheumatol Int. 2017 Jul;37(7):1125-1134. doi: 10.1007/s00296-017-3717-2. Epub 2017 Apr 18.","Liu JM","Rheumatol Int","2017","2017/04/20","","","10.1007/s00296-017-3717-2"
"26455488","Recent trends in prescribing antibiotics for acute tonsillitis in pediatric ambulatory care in Taiwan, 2000-2009: A nationwide population-based study","Chang LY, Lai CC, Chen CJ, Cho CY, Luo YC, Jeng MJ, Wu KG.","J Microbiol Immunol Infect. 2017 Aug;50(4):500-506. doi: 10.1016/j.jmii.2015.08.021. Epub 2015 Sep 9.","Chang LY","J Microbiol Immunol Infect","2017","2015/10/13","","","10.1016/j.jmii.2015.08.021"
"29989310","Association Between Dialysis Modalities and Risk of Coronary Artery Disease: A Population-Based Cohort Study in Taiwan","Hung YM, Chen YY, Huang WC, Wang PYP, Chou P, Lai YJ.","Ther Apher Dial. 2018 Oct;22(5):469-475. doi: 10.1111/1744-9987.12676. Epub 2018 Jul 10.","Hung YM","Ther Apher Dial","2018","2018/07/11","","","10.1111/1744-9987.12676"
"28807849","Danshen improves survival of patients with colon cancer and dihydroisotanshinone I inhibit the proliferation of colon cancer cells via apoptosis and skp2 signaling pathway","Lin YY, Lee IY, Huang WS, Lin YS, Kuan FC, Shu LH, Cheng YC, Yang YH, Wu CY.","J Ethnopharmacol. 2017 Sep 14;209:305-316. doi: 10.1016/j.jep.2017.08.011. Epub 2017 Aug 12.","Lin YY","J Ethnopharmacol","2017","2017/08/16","","","10.1016/j.jep.2017.08.011"
"27012876","Total gastrectomy improves glucose metabolism on gastric cancer patients: a nationwide population-based study","Ho TW, Wu JM, Yang CY, Lai HS, Lai F, Tien YW.","Surg Obes Relat Dis. 2016 Mar-Apr;12(3):635-641. doi: 10.1016/j.soard.2015.11.024. Epub 2015 Nov 27.","Ho TW","Surg Obes Relat Dis","2016","2016/03/26","","","10.1016/j.soard.2015.11.024"
"30467052","Outcomes of adjunctive steroid therapy in adult patients with bacterial meningitis in Taiwan: A nationwide population-based epidemiologic study","Lai YR, Lin JR, Chang WN, Tsai NW, Huang CC, Wang HC, Su YJ, Lin WC, Cheng BC, Su CM, Hsiao SY, Kuo CE, Lu CH.","J Clin Neurosci. 2019 Mar;61:54-58. doi: 10.1016/j.jocn.2018.10.146. Epub 2018 Nov 19.","Lai YR","J Clin Neurosci","2019","2018/11/24","","","10.1016/j.jocn.2018.10.146"
"31344786","Increased Risk of Carotid Atherosclerosis in Male Patients with Chronic Periodontitis: A Nationwide Population-Based Retrospective Cohort Study","Tong C, Wang YH, Chang YC.","Int J Environ Res Public Health. 2019 Jul 24;16(15):2635. doi: 10.3390/ijerph16152635.","Tong C","Int J Environ Res Public Health","2019","2019/07/27","PMC6696079","","10.3390/ijerph16152635"
"26135778","Increased postpartum maternal complications after cesarean section compared with vaginal delivery in 225 304 Taiwanese women","Hung HW, Yang PY, Yan YH, Jou HJ, Lu MC, Wu SC.","J Matern Fetal Neonatal Med. 2016;29(10):1665-72. doi: 10.3109/14767058.2015.1059806. Epub 2015 Sep 12.","Hung HW","J Matern Fetal Neonatal Med","2016","2015/07/03","","","10.3109/14767058.2015.1059806"
"28967041","Tamoxifen usage correlates with increased risk of Parkinson's disease in older women with breast cancer: a case-control study in Taiwan","Lin HF, Liao KF, Chang CM, Lin CL, Lai SW.","Eur J Clin Pharmacol. 2018 Jan;74(1):99-107. doi: 10.1007/s00228-017-2341-0. Epub 2017 Oct 1.","Lin HF","Eur J Clin Pharmacol","2018","2017/10/03","","","10.1007/s00228-017-2341-0"
"27320585","Long-Term Outcome of Liver Transplant Recipients After the Development of Renal Failure Requiring Dialysis: A Study Using the National Health Insurance Database in Taiwan","Wang TJ, Lin CH, Chang SN, Cheng SB, Chou CW, Chen CH, Shu KH, Wu MJ.","Transplant Proc. 2016 May;48(4):1194-7. doi: 10.1016/j.transproceed.2015.12.130.","Wang TJ","Transplant Proc","2016","2016/06/21","","","10.1016/j.transproceed.2015.12.130"
"31062428","Psoriasis is associated with increased risk of bullous pemphigoid: A nationwide population-based cohort study in Taiwan","Ho YH, Hu HY, Chang YT, Li CP, Wu CY.","J Dermatol. 2019 Jul;46(7):604-609. doi: 10.1111/1346-8138.14902. Epub 2019 May 7.","Ho YH","J Dermatol","2019","2019/05/08","","","10.1111/1346-8138.14902"
